amount,hour,accountAge,velocity,fraud
52416,12,316,5,1
21678,21,496,3,0
28690,4,690,2,0
1004,18,904,1,0
38111,1,215,4,1
20429,2,550,4,1
20111,5,854,5,1
72703,22,814,3,1
27259,8,662,1,0
87870,7,815,5,0
37911,5,798,2,0
38862,4,487,2,0
19402,4,458,1,0
39707,2,462,2,0
34459,5,359,5,0
96820,7,100,5,1
13389,8,136,2,0
25475,16,169,4,1
21509,20,919,4,1
18103,14,160,4,1
59607,16,454,5,1
20464,8,451,5,0
87580,5,309,1,0
85175,5,414,1,1
12011,20,553,3,0
81991,23,527,3,1
4480,5,761,5,0
42390,2,566,5,0
8722,5,904,2,0
76794,23,83,3,1
41423,19,305,2,0
46794,22,424,1,0
57088,2,247,3,0
44601,22,215,3,0
71919,3,173,2,0
42750,1,648,2,0
55705,13,564,1,0
12424,2,17,1,0
22834,3,128,2,0
45789,18,630,4,0
41118,12,794,2,0
50038,9,142,3,1
75005,21,335,2,1
11963,22,595,3,0
64504,13,948,5,1
68956,16,705,5,1
73209,19,714,1,0
59104,5,61,4,1
95411,23,503,1,0
39217,3,901,2,0
67633,5,212,4,1
48004,10,962,1,0
59308,19,731,5,1
17003,14,540,5,1
23372,2,120,2,0
68421,1,302,3,0
65328,23,10,3,0
1343,5,234,3,0
51782,15,375,5,1
53228,16,630,1,0
89145,17,937,1,0
47180,14,751,4,0
24412,4,522,4,0
70726,14,798,2,0
80196,0,889,3,0
65227,7,583,3,1
74359,18,575,1,0
36421,2,87,1,0
52130,4,287,1,1
28893,11,167,4,1
31983,22,570,5,0
38120,14,855,5,1
12811,6,709,1,0
29086,8,576,3,0
63847,22,594,1,0
23043,21,229,4,0
68461,11,245,2,1
44306,23,888,4,0
82422,23,958,1,1
13070,7,491,4,0
83494,11,772,1,0
42126,19,687,4,0
49126,7,293,3,0
6182,23,607,4,0
66734,16,81,2,0
10369,21,46,1,0
24169,15,845,5,1
58752,6,284,3,0
86408,3,259,5,1
37530,1,226,3,0
80881,8,485,1,1
42845,10,980,4,1
60989,23,100,5,1
75191,12,426,1,1
76618,8,570,4,1
82136,10,647,3,1
35967,22,894,4,1
66343,1,983,3,1
52498,21,72,2,1
36193,15,902,1,0
97710,1,593,5,1
28027,0,732,5,0
41412,16,192,2,0
39136,3,219,5,0
93839,7,464,2,0
56106,23,830,3,0
38638,14,190,3,0
61753,16,742,5,1
33931,4,763,2,0
31820,7,419,4,0
33271,15,891,3,0
74318,16,949,2,0
80242,4,128,2,0
13856,1,7,1,0
9571,14,123,1,0
35070,9,488,3,0
57090,13,802,1,1
76036,13,313,2,0
96629,19,354,4,1
60009,13,532,2,1
69378,13,348,5,1
96196,8,150,4,1
1882,20,845,1,0
17037,13,650,5,1
24378,23,162,3,0
36213,16,53,4,0
16752,3,302,5,0
90769,21,294,3,1
5445,19,194,2,0
9294,21,865,3,0
49962,14,309,2,0
90203,12,951,3,1
2399,15,479,1,0
2085,16,279,5,1
35159,3,588,5,0
4017,11,577,1,0
95691,17,695,5,1
15668,12,524,2,0
27084,17,303,4,0
58937,3,943,5,1
52354,22,788,5,1
19032,8,926,4,1
20764,19,341,2,0
89110,20,23,2,0
44943,18,977,4,1
46923,1,819,1,0
28365,4,949,5,1
65311,8,851,5,1
68559,5,185,1,0
48502,7,691,2,0
24349,17,277,1,0
29405,11,81,3,0
86548,1,155,5,0
54101,14,577,5,1
42913,15,93,3,0
1021,16,852,3,0
27021,16,658,2,0
55666,4,608,5,1
57918,19,133,5,1
83629,11,350,3,0
33337,15,697,3,0
35071,11,344,2,0
20178,4,260,3,0
2455,18,398,2,0
66439,3,773,4,1
48898,18,95,3,0
38453,7,379,1,0
66650,23,849,3,0
62799,10,380,3,0
72456,16,48,4,1
29293,4,695,2,0
60505,1,911,5,1
13988,3,247,2,0
59928,10,74,3,0
1503,8,662,4,0
34680,8,601,4,1
24806,5,658,2,0
98307,0,898,5,1
48332,0,977,5,0
15376,19,296,3,0
75286,20,703,3,0
41940,2,398,1,0
25989,8,210,1,0
2897,2,13,5,1
44257,0,418,1,0
73178,16,534,2,0
43396,9,754,4,0
35102,9,751,4,1
56488,1,97,4,1
85811,11,991,4,1
11605,2,315,2,0
84983,0,830,5,1
19746,23,715,1,0
30286,18,54,3,0
29904,23,310,2,0
82705,8,912,4,1
30850,8,366,4,1
70366,19,246,3,0
66956,21,596,1,0
5701,23,812,1,0
77568,16,560,2,1
9303,23,917,4,1
59836,1,488,4,1
59786,0,297,4,1
60877,17,369,1,1
70423,19,631,5,1
94567,21,394,1,1
27309,8,626,4,0
65334,8,982,5,1
27674,12,309,4,0
98615,15,661,2,1
90360,19,850,3,0
99649,19,148,1,1
54457,6,451,5,1
25990,5,949,3,0
55236,23,443,2,0
35054,20,782,5,0
39193,13,908,3,0
74909,5,984,4,0
99856,7,660,4,0
1804,3,713,2,0
52092,21,996,4,1
62616,12,472,4,1
47466,8,254,1,0
20739,7,433,4,1
21764,9,206,3,0
18380,14,396,3,0
61994,0,261,2,0
50567,16,958,4,1
80692,1,358,2,1
92658,17,688,1,0
10181,8,214,2,0
96528,18,875,1,1
32719,10,742,1,0
22121,1,387,4,1
82948,2,116,5,1
93272,8,928,3,0
67488,23,103,1,1
61099,17,160,2,1
4358,15,662,3,0
81067,19,21,4,0
68228,21,319,2,0
6383,0,501,5,0
25541,18,893,2,0
85375,8,466,4,1
32918,10,289,2,0
58951,10,712,4,0
25863,15,621,5,1
1084,2,594,2,0
14519,8,179,5,0
99871,19,147,4,1
72560,7,477,2,0
49993,13,236,3,0
78074,2,419,4,1
1996,0,837,5,1
85834,5,454,1,0
83184,3,514,4,1
90257,13,401,1,0
99657,21,713,4,1
66101,2,580,4,1
41069,5,819,1,0
62218,3,580,3,1
4003,20,176,2,0
29755,7,652,5,1
30403,13,688,3,0
29737,3,217,3,0
42757,4,814,5,1
8645,16,490,5,1
56576,8,162,1,0
97691,22,891,4,1
32856,18,19,5,0
86163,9,139,4,1
1164,6,707,3,0
98573,16,914,4,1
53036,0,745,3,0
61311,2,141,2,0
61736,21,34,4,1
29873,23,208,2,0
53073,11,594,2,1
11899,1,489,4,1
38748,4,762,4,0
88326,10,794,5,1
53659,16,278,3,1
90888,8,97,2,0
3756,1,190,1,0
47961,19,889,2,0
36038,17,264,1,0
22619,10,72,1,0
38443,7,735,1,0
34507,19,340,3,0
41771,6,347,2,0
25964,0,487,2,0
60630,5,110,5,1
36566,21,716,1,0
74136,6,480,5,1
72330,15,28,1,1
36939,3,283,3,0
2091,1,177,2,0
8409,21,302,3,0
32351,6,212,1,0
45893,6,806,4,0
84944,12,48,3,1
31896,12,53,4,0
14874,4,739,1,0
20914,15,91,4,1
30684,1,944,1,0
27048,12,910,4,1
51677,8,270,5,1
27647,22,353,3,0
17821,20,51,1,0
32571,2,570,4,0
85665,14,128,3,1
94894,14,391,2,0
39750,18,174,5,1
73601,12,769,1,1
22767,8,944,2,0
49963,5,473,5,0
98949,14,839,3,0
47467,1,463,2,0
26706,19,689,5,1
3482,9,819,2,0
20346,23,573,3,0
29505,7,674,1,0
54480,5,723,4,1
7256,11,484,4,0
26931,4,24,2,0
62312,8,243,4,1
93514,23,589,4,1
9086,17,503,2,0
69370,6,524,3,0
81067,16,291,3,0
57084,21,52,1,1
16695,11,918,1,0
15165,2,506,2,0
55612,11,252,2,1
79406,19,935,3,0
65725,22,682,3,0
35194,6,446,5,0
30887,18,541,2,0
79551,14,951,4,1
88405,9,553,4,1
48095,12,291,4,0
82099,17,5,1,0
81250,10,710,5,1
18393,21,541,3,0
32238,6,301,5,0
15764,4,426,4,0
24034,3,738,1,0
76808,4,759,3,1
79949,8,170,1,0
88011,0,995,3,0
91276,14,758,4,1
4644,18,61,1,0
85246,21,474,4,1
43340,0,258,5,1
8497,7,835,1,0
52862,22,103,1,0
1472,12,248,5,0
60263,4,788,1,1
39916,14,593,2,0
14846,22,643,1,0
63934,6,827,2,1
91021,17,79,1,0
31483,9,755,4,1
13467,23,19,4,1
25099,15,911,5,0
39055,11,525,5,0
279,19,344,2,0
25704,19,396,4,0
46850,7,975,4,1
54803,16,618,1,1
18107,19,372,5,0
73494,3,30,1,0
14049,9,989,1,0
46662,15,480,4,0
59138,2,516,1,0
40154,2,559,5,1
56994,23,396,3,1
88534,18,101,2,1
27779,3,442,5,1
49154,0,767,5,1
71105,22,74,3,1
28649,4,537,3,0
96760,2,284,4,1
64033,10,84,3,0
25367,8,650,3,0
49043,1,564,4,0
16992,14,720,3,0
25778,7,923,3,0
49646,13,750,4,1
820,17,946,5,1
3429,9,622,5,0
21638,5,357,1,0
27813,5,624,1,0
67713,21,686,4,1
20391,1,13,5,0
23854,23,135,1,0
20190,5,292,2,0
59125,6,694,4,1
63575,22,560,4,1
11558,19,410,5,0
44514,21,799,5,0
81474,23,994,2,0
29478,15,520,1,0
2302,4,642,5,1
34785,3,312,4,1
36806,19,997,4,1
14622,7,394,4,0
46958,22,503,1,0
69078,4,389,2,0
95993,4,484,3,1
33067,5,541,4,0
77210,4,162,4,1
51747,0,657,2,1
96541,13,983,1,1
28243,5,920,4,0
7183,12,483,2,0
48357,9,41,2,0
78656,16,238,3,0
47666,8,266,4,1
85857,6,796,3,1
90498,17,376,3,1
77739,12,173,4,1
19498,1,86,1,0
33820,13,729,3,0
92835,4,230,2,1
21469,8,564,5,0
5901,2,608,1,0
65858,10,37,3,1
94047,8,988,3,1
80078,12,149,5,1
18714,22,163,1,0
65678,5,559,5,0
88623,17,397,3,0
28080,8,263,2,0
60391,3,75,5,1
14682,12,29,5,1
60764,2,434,3,0
84668,6,14,5,1
91039,21,272,5,1
47967,2,177,3,0
5996,8,593,4,0
85765,4,937,4,1
67617,4,185,3,0
15517,10,621,2,0
88324,15,167,5,1
13447,8,754,5,0
22265,13,762,3,0
27310,3,809,5,0
61274,0,562,4,1
86814,6,793,5,1
60887,23,253,1,1
46084,14,917,4,0
32161,11,409,2,0
23941,19,373,2,0
38308,17,575,4,0
26819,2,596,2,0
51623,8,916,4,1
32227,23,878,3,0
2952,4,631,1,0
11593,19,948,5,1
40813,23,679,3,0
81144,10,413,5,1
24028,8,363,1,0
69454,4,672,5,0
86031,8,201,4,1
73285,17,367,1,0
28013,21,78,5,0
3401,11,488,3,0
31476,7,746,5,0
53275,1,691,4,1
34809,23,353,4,1
82086,5,361,5,1
8760,14,33,4,0
87741,7,890,4,1
93618,12,239,1,0
50133,14,407,1,0
33972,19,991,5,0
16454,7,76,5,0
24534,7,441,3,0
55729,12,566,1,0
53390,21,985,4,1
40637,14,220,3,0
31601,19,304,1,0
8550,1,758,4,1
43708,6,958,4,1
53515,13,137,2,0
93414,9,871,2,0
88189,11,944,3,1
70196,0,701,4,1
92883,20,672,2,1
3559,21,778,2,0
82781,8,421,2,0
72580,8,32,1,0
54848,6,270,4,1
36266,9,35,4,0
58287,0,711,4,1
89674,14,747,3,0
78690,16,90,2,0
42884,14,46,3,0
12498,4,651,4,0
44115,8,401,4,1
89759,22,928,2,0
42169,13,943,5,0
64416,9,227,1,1
17870,12,44,1,0
65824,5,501,5,1
38768,11,969,5,1
20407,2,59,1,0
10807,3,22,4,1
54658,19,502,2,1
71148,18,265,3,0
51662,5,857,2,1
98684,8,366,5,1
88957,15,607,2,0
97036,20,7,1,0
2321,17,625,2,0
52697,5,324,5,1
25002,0,353,5,1
55921,10,201,5,1
18771,13,966,3,0
76091,10,656,5,1
85761,0,529,5,1
80860,22,484,1,0
61377,9,677,1,1
6054,12,474,5,1
8565,19,219,5,0
70900,14,335,4,1
87374,7,90,1,1
60480,19,492,1,1
43085,4,456,3,0
42360,3,771,4,1
11006,22,405,1,0
65995,14,511,5,1
83595,19,376,5,1
14596,10,380,3,0
92907,5,734,5,1
363,7,546,3,0
78945,0,21,1,1
17192,7,899,3,0
64726,19,120,5,1
35295,10,446,1,0
6559,0,105,1,0
70176,8,833,5,1
73786,13,370,1,1
96837,22,742,2,1
74029,6,783,2,1
57464,6,288,2,0
12978,19,164,1,0
77011,10,496,4,1
33731,23,293,5,1
54812,12,10,3,0
17511,13,527,5,1
39260,5,630,5,1
51338,13,438,3,1
64462,7,712,3,0
37123,17,220,1,0
91943,21,839,4,1
36886,10,201,2,0
13400,7,390,3,0
21061,11,257,1,0
23260,7,645,3,0
37342,11,631,3,0
19963,4,788,4,1
19562,17,585,5,0
13835,15,953,4,0
29478,8,801,2,0
14301,5,72,2,0
40729,1,211,2,0
96356,16,121,1,0
6656,9,276,2,0
2688,12,285,1,0
8769,12,234,4,1
43491,12,894,4,0
16645,19,140,1,0
81053,17,996,4,1
91406,7,126,4,1
74072,9,210,5,1
72462,15,726,1,0
75337,14,954,4,1
6628,8,737,5,1
58992,13,545,2,0
21475,17,297,5,0
2470,21,820,3,0
13440,17,644,1,0
39590,3,223,4,0
62095,16,383,4,1
34549,1,830,5,0
49222,1,755,2,0
45448,3,472,2,0
56838,20,762,2,0
20727,6,703,2,0
38439,21,665,4,1
1777,15,805,2,0
88320,18,845,4,1
75321,2,279,2,1
82316,4,133,3,1
84837,9,738,3,0
22612,2,484,4,0
76256,8,303,2,0
55562,6,289,5,1
21299,14,25,2,0
82891,17,362,3,1
43843,15,335,2,0
20042,19,971,4,0
69985,15,179,1,0
83550,21,952,1,1
30309,3,454,3,0
31973,15,961,1,0
54717,2,730,5,1
34006,5,82,3,0
37706,18,761,2,1
60311,8,634,1,0
63524,18,591,2,1
35740,7,755,4,1
20998,4,866,1,0
3285,9,309,4,0
11262,21,916,3,0
81155,1,399,1,0
87376,1,578,2,0
85027,4,835,3,0
80340,1,29,4,1
56910,22,322,1,1
98505,21,991,2,0
45452,14,609,4,0
52585,16,449,4,1
13173,1,405,1,0
14008,14,901,2,0
29531,21,619,2,0
34522,1,654,3,0
60695,1,688,5,1
79604,19,333,5,1
94310,2,699,5,1
86229,1,847,1,1
85086,11,402,5,1
81092,18,176,2,1
38417,23,359,1,0
35712,19,690,3,0
26073,1,25,3,0
15559,18,193,4,1
4923,22,908,5,0
74674,17,877,3,0
47699,0,993,1,0
43834,10,640,3,0
17986,11,702,5,0
7602,14,139,1,0
77493,2,549,4,1
15923,1,530,2,0
5317,9,418,5,0
48221,10,379,4,0
34939,3,189,1,0
28926,16,388,3,0
44226,9,675,2,0
21137,16,587,3,0
36495,3,944,5,0
72853,9,414,4,1
29062,9,157,4,1
91990,8,652,1,0
78524,9,710,2,1
2364,15,388,5,0
14519,20,943,4,0
71047,6,891,2,0
32886,11,502,1,0
34164,2,552,2,0
21785,14,178,4,0
98273,22,625,3,1
42854,15,165,4,0
76821,21,931,1,1
77884,21,881,2,0
97275,23,142,4,1
53112,9,464,1,0
23284,22,737,2,0
98682,8,385,5,1
20063,9,392,2,0
98961,15,480,4,1
8716,4,57,5,0
66171,10,224,4,1
89299,11,616,3,0
98303,22,110,1,0
50321,23,707,3,1
10606,14,745,3,0
8046,13,309,3,0
68854,18,404,5,1
89585,3,65,1,1
51177,4,993,4,1
95965,17,53,5,1
1555,23,902,2,0
86724,0,138,5,1
4899,21,746,4,0
79867,15,444,1,0
14551,6,920,4,1
47337,18,80,1,0
80121,22,101,5,1
23792,8,512,1,0
49114,3,430,1,0
46657,7,167,2,0
77490,13,410,2,0
45732,17,921,4,0
64056,22,643,3,0
93265,12,666,2,0
2257,18,389,3,0
7130,4,464,1,0
93603,2,788,5,1
104,14,689,3,0
142,18,750,3,0
51193,1,148,5,1
41375,7,745,4,1
54443,9,736,2,0
92874,21,521,4,1
49934,9,184,2,0
61702,17,506,3,1
78804,7,28,1,1
70362,21,895,4,1
71704,14,709,4,1
89116,11,852,4,1
44767,22,156,5,1
59633,20,919,5,1
98556,5,479,1,0
38079,5,36,4,1
52051,21,740,4,1
20852,23,42,1,0
7257,0,544,5,1
79025,20,856,3,0
31129,12,803,5,0
37777,15,784,1,0
25247,20,755,2,0
24164,16,996,1,0
82119,2,997,5,1
61328,13,661,2,0
54877,4,695,2,1
93744,10,343,1,1
94519,4,453,4,1
53348,5,984,5,1
92257,6,354,4,1
49683,11,80,3,0
55394,11,367,5,1
96813,16,436,1,0
83793,21,120,4,1
46410,4,23,5,1
85230,12,706,4,1
6466,0,542,1,0
84722,10,666,3,1
38920,7,546,3,0
7249,9,774,3,0
16274,0,440,5,1
57427,13,707,5,1
35611,17,788,3,0
86380,13,529,2,1
42632,18,243,4,1
23069,13,322,1,0
68959,22,316,2,1
46129,15,549,2,0
77616,4,985,5,0
75659,19,115,3,1
55365,10,672,3,1
39993,4,142,2,0
60196,21,534,1,0
28129,4,508,1,0
86317,9,271,4,1
2740,11,960,2,0
43410,0,56,4,0
44696,8,681,3,0
74466,1,491,5,1
88654,6,160,1,1
45173,6,63,4,1
22657,2,996,2,0
71986,5,612,3,0
71297,3,820,3,1
91486,4,433,2,1
25498,23,657,2,0
19976,14,302,5,0
6031,4,605,4,1
1408,23,235,2,0
35539,14,434,5,1
55904,19,384,3,1
82003,21,2,1,0
45282,1,502,5,0
44163,1,550,2,0
32834,4,281,5,1
35147,1,568,2,0
7865,21,138,2,0
94076,13,726,5,1
6054,1,808,3,0
94204,2,195,2,0
99343,11,830,5,1
76550,22,506,5,1
33633,13,109,1,0
62396,6,401,3,1
1813,13,192,1,0
29663,8,245,1,0
58976,14,891,5,1
85450,18,22,2,1
1930,12,115,1,0
51380,11,386,1,0
9892,10,251,5,1
8790,21,830,3,0
80478,15,794,4,1
36317,8,791,5,0
32493,20,336,3,0
70595,14,668,3,1
3630,3,972,5,0
19349,9,115,5,0
31336,16,721,5,0
96596,3,380,4,1
98061,13,856,3,0
45281,7,818,5,0
85925,22,265,3,1
24574,20,819,5,1
85980,7,4,4,1
29956,0,873,5,1
68428,12,741,1,1
14317,3,352,5,1
90646,21,314,4,1
3669,7,902,2,0
83376,21,833,5,1
12222,23,249,5,0
2960,11,421,5,0
18076,13,876,1,0
94613,21,671,5,1
50751,14,952,5,1
39506,15,334,5,1
10203,9,500,3,0
52175,18,97,5,1
42575,19,92,1,0
11402,18,510,3,0
5239,9,938,2,0
84918,19,730,1,0
46352,4,813,2,0
93124,4,807,4,1
52445,23,690,2,1
26121,20,447,4,1
50858,2,446,4,1
58907,20,905,3,1
14961,3,634,4,1
84772,17,199,3,0
52889,17,996,2,1
46399,1,951,2,0
39297,23,368,2,0
97015,8,412,1,0
65516,7,990,2,0
82010,21,826,1,1
26674,11,114,4,0
65041,6,407,1,0
76460,1,563,4,1
95014,16,194,1,1
55988,23,21,1,1
5832,2,366,2,0
76826,20,112,2,1
30333,16,308,4,0
71277,8,71,3,1
76354,5,309,4,1
1031,2,282,4,1
32011,20,791,5,0
11435,2,275,2,0
48208,12,567,1,0
94846,9,992,4,1
68359,22,265,4,1
13091,1,825,2,0
70731,23,324,1,1
51465,13,301,3,0
71153,9,575,2,0
64905,20,544,3,0
15262,4,739,3,0
16943,17,328,4,0
57666,3,643,4,1
83627,17,800,1,0
5617,12,142,3,0
42924,23,912,2,0
49513,3,616,5,0
84852,22,292,5,1
5748,0,435,3,0
7855,0,765,2,0
36911,4,720,4,0
53130,2,389,1,0
18082,21,335,4,0
27862,17,469,1,0
86616,7,547,4,1
72353,11,583,1,0
34616,4,704,3,0
45318,4,389,5,1
36712,15,7,4,0
97700,21,549,1,0
49824,22,83,4,1
51448,11,708,5,1
22727,11,539,3,0
2486,15,713,4,0
43596,11,704,3,0
57321,20,480,4,1
64091,12,236,5,1
70298,4,623,3,1
44058,14,98,2,0
44252,16,432,5,0
32898,0,987,5,0
15391,11,329,1,0
39069,7,976,1,0
66948,0,462,2,0
42961,15,579,5,0
36618,23,278,1,0
89764,13,317,5,1
23586,7,770,5,0
82078,17,464,3,0
88759,4,957,1,0
68431,0,162,3,0
80259,1,534,3,1
79544,0,90,4,1
31362,12,970,1,0
92306,13,849,2,0
54730,15,623,4,1
69886,23,659,5,1
26811,4,18,4,1
45761,13,118,5,0
36128,13,670,2,0
72011,2,306,1,0
20313,13,198,3,0
39435,17,489,1,0
45384,14,342,4,0
97356,15,655,5,1
75231,3,644,2,1
76468,21,589,1,0
22284,19,18,4,0
21151,8,699,3,0
54485,9,136,3,0
61411,10,875,3,1
42117,12,701,4,0
87891,1,327,2,1
86858,22,904,4,1
8785,13,251,1,0
12068,20,866,2,0
42108,10,84,3,0
89920,2,923,1,1
29799,15,298,2,0
73100,19,10,4,1
62162,14,789,1,0
70521,5,683,4,1
48482,6,131,1,0
77133,23,363,3,0
8916,18,283,2,0
83796,17,218,4,1
44469,1,620,2,0
55531,12,981,1,0
77351,15,876,2,1
71338,10,652,5,1
86524,15,27,4,1
76233,18,611,5,1
31815,22,33,1,0
74606,5,781,2,1
68541,19,53,2,1
17027,20,927,5,1
4504,20,631,1,0
63594,5,140,2,1
26749,19,987,4,1
8249,19,161,3,0
4484,18,277,4,0
9176,16,933,1,0
38803,8,26,5,1
46888,0,239,3,0
91585,17,956,5,1
58620,13,582,5,1
4768,8,692,1,0
96010,16,269,5,1
79503,19,361,1,1
92790,15,828,1,1
30147,6,728,4,0
60055,21,808,5,1
57175,6,695,5,1
59360,2,146,5,1
20848,14,539,4,0
39837,16,45,4,0
75990,14,271,5,1
38850,13,376,3,0
89716,14,1000,5,1
98648,13,240,5,1
61649,10,731,5,1
41736,1,56,5,1
7230,14,814,3,0
19573,22,487,1,0
68730,2,432,3,0
12347,4,77,3,0
22294,11,897,2,0
74945,7,237,5,1
84675,15,804,4,1
88287,8,716,4,1
97653,20,714,5,1
63578,18,385,1,0
52588,11,986,4,1
63249,17,795,3,0
30313,4,545,3,0
45505,22,496,2,0
68665,16,109,1,1
53672,5,265,4,1
29563,13,368,5,1
25267,10,476,5,1
36313,1,221,1,0
28839,13,51,1,0
11483,8,938,4,0
90740,9,866,1,0
34903,2,709,2,0
93355,17,719,5,1
54027,16,258,3,0
46948,21,80,2,0
10672,11,908,3,0
98706,20,253,3,0
3870,6,957,5,1
35000,1,917,2,0
29557,12,907,4,1
71705,19,236,2,1
72282,2,769,5,1
89790,4,551,3,0
90427,17,931,5,1
52089,15,6,3,1
22285,9,911,5,1
31089,19,720,1,0
29511,22,571,2,0
935,13,752,1,0
44415,10,528,5,0
22773,1,214,4,0
79362,16,580,5,1
25263,23,652,1,0
22802,12,821,2,0
25545,17,736,2,0
4597,0,670,1,0
34989,19,440,2,0
61594,23,641,4,1
3416,12,444,3,0
72548,2,511,5,1
60000,18,207,3,1
6469,23,488,3,0
52420,20,525,2,0
73071,4,341,3,0
15116,13,806,3,0
22043,0,329,1,0
76465,8,881,2,0
22426,10,990,2,0
33821,13,837,3,0
28299,10,497,5,1
77292,8,755,3,0
44069,12,570,4,0
29959,12,21,5,1
84418,19,506,1,0
87051,21,580,2,1
16864,19,310,1,0
72141,18,557,4,1
8305,13,872,2,0
44949,2,852,1,0
42447,16,674,2,0
43419,5,639,3,0
41184,7,569,5,1
42185,10,776,3,0
72690,23,929,5,1
30754,1,411,4,0
62001,3,241,4,1
58370,19,813,3,1
55193,5,554,1,0
86725,13,461,5,1
60024,10,878,3,0
12768,1,406,1,0
92551,18,691,1,1
15837,20,594,3,0
28279,3,869,5,1
99063,4,811,1,1
98898,12,79,2,0
91535,0,174,3,0
2248,14,747,1,0
77041,9,353,4,1
45002,21,321,2,0
2758,3,440,3,0
67446,23,220,4,1
15917,17,939,5,0
78279,18,537,1,1
3638,23,671,2,0
73428,19,549,5,1
18656,10,408,1,0
75516,0,868,4,1
57696,4,121,3,1
96564,21,48,3,1
50676,7,817,3,0
46006,4,127,5,0
45926,13,30,5,0
75131,15,575,2,1
12946,11,819,4,0
13536,19,762,2,0
27478,18,781,5,0
18914,2,650,3,0
49277,6,778,4,1
87990,16,94,1,1
65826,1,768,1,0
63066,14,533,4,1
92154,14,696,5,1
19848,12,265,1,0
66266,21,162,5,1
38100,4,414,5,1
20842,11,810,1,0
33497,2,755,5,0
87451,21,726,5,1
26552,18,829,2,0
37478,10,791,3,0
20770,7,589,3,0
59376,11,458,4,1
1719,21,818,1,0
99945,12,463,5,1
86236,20,88,4,1
55010,12,774,1,0
78317,11,910,3,0
80499,2,790,2,0
70781,0,357,4,1
75436,10,538,3,1
34221,21,80,1,0
71566,12,629,5,1
39087,16,734,3,0
66927,0,214,4,1
52523,4,326,4,0
78465,12,583,1,0
15915,13,591,2,0
82390,17,139,4,1
5767,4,714,4,1
41820,5,487,5,1
35349,1,894,3,0
61750,11,660,1,1
35849,15,101,2,0
3533,8,306,3,0
38457,21,916,4,0
16432,7,976,4,1
57198,23,341,1,1
48593,12,15,3,0
72202,14,898,5,1
99647,11,21,2,0
83589,12,306,5,1
29153,14,945,3,0
39260,15,148,3,0
77436,5,490,3,0
62077,11,660,2,0
75666,12,162,3,1
53171,21,218,3,1
58120,14,176,5,1
10563,0,722,1,0
36026,16,480,3,0
80733,18,441,5,1
67668,22,762,1,0
44432,11,993,2,0
76103,18,558,3,1
89934,16,612,5,1
26460,16,71,2,0
29907,1,449,4,1
26324,11,433,3,0
81390,6,208,4,1
83752,0,281,5,1
86607,11,204,4,1
73401,5,503,4,1
2455,1,12,4,1
91247,14,160,4,1
41202,10,299,4,0
87445,9,812,4,1
17041,6,141,3,0
52076,0,844,4,1
31047,13,234,2,0
74795,23,815,2,1
29161,2,806,4,0
2563,21,631,4,1
54391,3,263,2,0
83704,18,688,3,1
59561,21,778,3,0
22324,13,606,2,0
10953,22,509,4,0
8679,15,421,5,1
25778,15,806,2,0
19962,17,915,5,1
22291,8,396,3,0
83470,20,705,5,1
88012,10,586,1,0
37115,16,532,5,1
56536,8,130,2,1
73188,12,800,4,1
41273,10,389,3,0
76301,18,486,3,0
17523,10,891,4,0
14086,18,56,1,0
2215,2,919,1,0
80998,19,914,1,0
53579,4,734,5,1
4880,2,518,4,1
82865,14,673,5,0
36989,5,49,1,0
23101,7,346,3,0
63200,16,565,3,1
44481,2,734,1,0
46611,13,656,2,0
97682,22,908,5,1
85563,18,444,2,0
45662,11,407,3,0
61331,13,946,2,0
94545,3,833,1,0
14567,7,394,3,0
45987,18,122,1,0
95204,15,933,1,0
36497,22,405,2,0
62458,14,67,1,0
40465,16,246,3,0
37657,10,629,1,0
7321,5,394,2,0
23570,3,800,3,0
81855,3,454,1,1
79589,19,667,5,1
85848,19,3,5,1
46421,13,751,5,0
75976,9,630,4,0
16066,2,861,4,0
76778,19,927,2,0
61425,7,645,1,1
66454,2,405,2,1
32478,10,607,1,0
20273,3,68,3,0
101,21,128,5,1
63423,16,892,3,0
54340,18,590,4,1
29770,10,94,3,0
12790,4,668,2,0
25920,15,524,5,0
77298,11,338,1,1
60338,21,329,5,0
32505,15,339,4,0
54832,2,903,3,1
41132,14,118,3,0
66217,0,372,3,1
64934,18,705,2,1
15618,5,843,5,1
92883,10,372,2,0
95286,14,167,5,1
5065,1,480,4,0
19991,19,655,4,1
91668,21,369,4,1
9180,3,547,3,0
2741,6,914,3,0
76859,14,163,4,1
30869,20,104,3,0
64310,10,169,5,1
15439,16,932,3,0
59751,7,627,2,0
86140,18,640,2,0
5888,18,449,1,0
43707,11,585,4,0
23540,11,409,2,0
23560,23,597,5,0
24322,16,328,4,0
85318,9,428,2,0
1462,19,387,5,0
59687,8,358,3,1
8765,22,831,3,0
79469,0,672,5,1
87258,3,542,5,1
44131,3,47,5,1
3387,7,766,5,0
30170,21,808,3,0
61308,5,244,1,1
32846,21,792,5,0
38624,4,889,3,0
2974,3,69,1,0
51761,17,770,3,0
41674,14,624,3,0
24537,23,393,3,0
33028,18,538,4,1
3546,19,614,2,0
61749,17,147,3,0
67031,18,850,2,0
16019,6,882,1,0
55935,18,803,1,1
49951,14,387,3,0
52098,15,288,4,1
20344,6,838,5,0
38494,14,100,1,0
35537,10,546,5,0
88604,7,607,4,1
